Proposal ID,Investigator1,Investigator2
GRT00028945,"Koontz, Tomas M","Mouser, Paula"
GRT00028954,"Rajan, Siddharth","Grassman, Tyler Joshua"
GRT00028954,"Rajan, Siddharth","Ringel, Steven Adam"
GRT00028954,"Grassman, Tyler Joshua","Ringel, Steven Adam"
GRT00028956,"Bakshi, Bhavik Ramesh","Weavers, Linda K"
GRT00028962,"Islam, Khandakar Rafiq","Reeder, Randall Carl"
GRT00028962,"Islam, Khandakar Rafiq","Sulc, Reuben Mark"
GRT00028962,"Reeder, Randall Carl","Sulc, Reuben Mark"
GRT00028964,"McIlhatton, Michael Andrew","Fernandez, Soledad A"
GRT00028964,"McIlhatton, Michael Andrew","Tanner, Stephan M."
GRT00028964,"Fernandez, Soledad A","Tanner, Stephan M."
GRT00028965,"Wesolowski, Robert","Carson, William Edgar"
GRT00028965,"Wesolowski, Robert","Wei, Lai"
GRT00028965,"Carson, William Edgar","Wei, Lai"
GRT00028966,"Wang, Hanping Ping","Tiu, Laura"
GRT00028970,"Browning, Rebekah Lee","Byrd, John C"
GRT00028970,"Browning, Rebekah Lee","Muthusamy, Natarajan"
GRT00028970,"Byrd, John C","Muthusamy, Natarajan"
GRT00028972,"Guttridge, Denis Christian","Fernandez, Soledad A"
GRT00028972,"Guttridge, Denis Christian","Xu, Li-Hui"
GRT00028972,"Fernandez, Soledad A","Xu, Li-Hui"
GRT00028980,"Johnson, Joel Tidmore","Baker, Christopher J"
GRT00028980,"Johnson, Joel Tidmore","Ye, Lixin"
GRT00028980,"Baker, Christopher J","Ye, Lixin"
GRT00028982,"Koletar, Susan Lynn","Para, Michael Francis"
GRT00028988,"Lenhart, John Jerome","Bohrerova, Zuzana"
GRT00028988,"Lenhart, John Jerome","Weavers, Linda K"
GRT00028988,"Bohrerova, Zuzana","Weavers, Linda K"
GRT00028989,"Shroff, Ness B","Ekici, Eylem"
GRT00028993,"Klein, Elizabeth Gardner","Kaye, Gail Leslie"
GRT00028993,"Klein, Elizabeth Gardner","Pirie, Phyllis L."
GRT00028993,"Kaye, Gail Leslie","Pirie, Phyllis L."
GRT00028995,"Rao, Xiaoquan","Sun, Qinghua"
GRT00028996,"Groden, Joanna Louise","Acharya, Samir"
GRT00028996,"Groden, Joanna Louise","McIlhatton, Michael Andrew"
GRT00028996,"Acharya, Samir","McIlhatton, Michael Andrew"
GRT00029000,"Croce, Carlo Maria","Pekarsky, Yuri"
GRT00029000,"Croce, Carlo Maria","Volinia, Stefano"
GRT00029000,"Pekarsky, Yuri","Volinia, Stefano"
GRT00029001,"Jacob, Naduparambil K","McElroy, Joseph Paul"
GRT00029003,"Symer, David E","Akagi, Keiko"
GRT00029003,"Symer, David E","Li, Jingfeng"
GRT00029003,"Akagi, Keiko","Li, Jingfeng"
GRT00029004,"Croce, Carlo Maria","Bundschuh, Ralf Andreas"
GRT00029004,"Croce, Carlo Maria","Geyer, Susan Michelle"
GRT00029004,"Croce, Carlo Maria","Hofmeister, Craig C"
GRT00029004,"Croce, Carlo Maria","Marcucci, Guido"
GRT00029004,"Croce, Carlo Maria","Pichiorri, Flavia"
GRT00029004,"Croce, Carlo Maria","Volinia, Stefano"
GRT00029004,"Croce, Carlo Maria","Yan, Pearlly S"
GRT00029004,"Bundschuh, Ralf Andreas","Geyer, Susan Michelle"
GRT00029004,"Bundschuh, Ralf Andreas","Hofmeister, Craig C"
GRT00029004,"Bundschuh, Ralf Andreas","Marcucci, Guido"
GRT00029004,"Bundschuh, Ralf Andreas","Pichiorri, Flavia"
GRT00029004,"Bundschuh, Ralf Andreas","Volinia, Stefano"
GRT00029004,"Bundschuh, Ralf Andreas","Yan, Pearlly S"
GRT00029004,"Geyer, Susan Michelle","Hofmeister, Craig C"
GRT00029004,"Geyer, Susan Michelle","Marcucci, Guido"
GRT00029004,"Geyer, Susan Michelle","Pichiorri, Flavia"
GRT00029004,"Geyer, Susan Michelle","Volinia, Stefano"
GRT00029004,"Geyer, Susan Michelle","Yan, Pearlly S"
GRT00029004,"Hofmeister, Craig C","Marcucci, Guido"
GRT00029004,"Hofmeister, Craig C","Pichiorri, Flavia"
GRT00029004,"Hofmeister, Craig C","Volinia, Stefano"
GRT00029004,"Hofmeister, Craig C","Yan, Pearlly S"
GRT00029004,"Marcucci, Guido","Pichiorri, Flavia"
GRT00029004,"Marcucci, Guido","Volinia, Stefano"
GRT00029004,"Marcucci, Guido","Yan, Pearlly S"
GRT00029004,"Pichiorri, Flavia","Volinia, Stefano"
GRT00029004,"Pichiorri, Flavia","Yan, Pearlly S"
GRT00029004,"Volinia, Stefano","Yan, Pearlly S"
GRT00029008,"Mallery, Susan Regina","Ayers, Leona W"
GRT00029017,"Caldeira, Gregory Anthony","Hitt, Matthew Perry"
GRT00029018,"Knobloch-Westerwick, Silvia Margarete","Achterberg, Cheryl L"
GRT00029018,"Knobloch-Westerwick, Silvia Margarete","Hayes, Andrew Frederick"
GRT00029018,"Knobloch-Westerwick, Silvia Margarete","Slater, Michael D"
GRT00029018,"Knobloch-Westerwick, Silvia Margarete","Taylor, Christopher Alan"
GRT00029018,"Achterberg, Cheryl L","Hayes, Andrew Frederick"
GRT00029018,"Achterberg, Cheryl L","Slater, Michael D"
GRT00029018,"Achterberg, Cheryl L","Taylor, Christopher Alan"
GRT00029018,"Hayes, Andrew Frederick","Slater, Michael D"
GRT00029018,"Hayes, Andrew Frederick","Taylor, Christopher Alan"
GRT00029018,"Slater, Michael D","Taylor, Christopher Alan"
GRT00029019,"Andersen, Barbara Lee","Brothers, Brittany M"
GRT00029023,"Lepicki, Traci L","Mahlman, Robert Alan"
GRT00029025,"Fontanella, Cynthia A.","Ranbom, Lorin D"
GRT00029030,"Kissel, John Thomas","Elsheikh, Bakri Hassan"
GRT00029030,"Kissel, John Thomas","Kolb, Stephen J"
GRT00029030,"Kissel, John Thomas","Quick, Adam D"
GRT00029030,"Elsheikh, Bakri Hassan","Kolb, Stephen J"
GRT00029030,"Elsheikh, Bakri Hassan","Quick, Adam D"
GRT00029030,"Kolb, Stephen J","Quick, Adam D"
GRT00029032,"Kissel, John Thomas","Arnold, William David"
GRT00029033,"Loibl, Caezilia","Moulton, Stephanie Marie"
GRT00029034,"Kolb, Stephen J","Arnold, William David"
GRT00029034,"Kolb, Stephen J","Elsheikh, Bakri Hassan"
GRT00029034,"Kolb, Stephen J","Kissel, John Thomas"
GRT00029034,"Arnold, William David","Elsheikh, Bakri Hassan"
GRT00029034,"Arnold, William David","Kissel, John Thomas"
GRT00029034,"Elsheikh, Bakri Hassan","Kissel, John Thomas"
GRT00029041,"Byrd, John C","Geyer, Susan Michelle"
GRT00029041,"Byrd, John C","Johnson, Amy Jo"
GRT00029041,"Byrd, John C","Maddocks, Kami J"
GRT00029041,"Byrd, John C","Stark, Amy S.R."
GRT00029041,"Byrd, John C","Woyach, Jennifer Ann"
GRT00029041,"Geyer, Susan Michelle","Johnson, Amy Jo"
GRT00029041,"Geyer, Susan Michelle","Maddocks, Kami J"
GRT00029041,"Geyer, Susan Michelle","Stark, Amy S.R."
GRT00029041,"Geyer, Susan Michelle","Woyach, Jennifer Ann"
GRT00029041,"Johnson, Amy Jo","Maddocks, Kami J"
GRT00029041,"Johnson, Amy Jo","Stark, Amy S.R."
GRT00029041,"Johnson, Amy Jo","Woyach, Jennifer Ann"
GRT00029041,"Maddocks, Kami J","Stark, Amy S.R."
GRT00029041,"Maddocks, Kami J","Woyach, Jennifer Ann"
GRT00029041,"Stark, Amy S.R.","Woyach, Jennifer Ann"
GRT00029042,"Anderson, Clark Lawrence","Ganesan, Latha Prabha Prabha"
GRT00029042,"Anderson, Clark Lawrence","Robinson, John Mitchell"
GRT00029042,"Ganesan, Latha Prabha Prabha","Robinson, John Mitchell"
GRT00029044,"Obrietan, Karl H","Hoyt, Kari R"
GRT00029045,"Boslett, James Joseph","Chen, Chun-An"
GRT00029045,"Boslett, James Joseph","Zweier, Jay Louis"
GRT00029045,"Chen, Chun-An","Zweier, Jay Louis"
GRT00029049,"Marketon, Jeanette I","Cormet-Boyaka, Estelle"
GRT00029050,"Reiser, Peter Jacob","Biesiadecki, Brandon J."
GRT00029051,"Chen, Ching-Shih","Clinton, Steven K."
GRT00029051,"Chen, Ching-Shih","Kulp, Samuel Kiyota"
GRT00029051,"Chen, Ching-Shih","Wang, Qianben"
GRT00029051,"Clinton, Steven K.","Kulp, Samuel Kiyota"
GRT00029051,"Clinton, Steven K.","Wang, Qianben"
GRT00029051,"Kulp, Samuel Kiyota","Wang, Qianben"
GRT00029052,"Rovin, Brad Harris","Freitas, Michael Alan"
GRT00029052,"Rovin, Brad Harris","Nadasdy, Tibor"
GRT00029052,"Rovin, Brad Harris","Parikh, Samir V"
GRT00029052,"Rovin, Brad Harris","Satoskar, Anjali A"
GRT00029052,"Rovin, Brad Harris","Yu, Lianbo"
GRT00029052,"Rovin, Brad Harris","Zhang, Jianying"
GRT00029052,"Freitas, Michael Alan","Nadasdy, Tibor"
GRT00029052,"Freitas, Michael Alan","Parikh, Samir V"
GRT00029052,"Freitas, Michael Alan","Satoskar, Anjali A"
GRT00029052,"Freitas, Michael Alan","Yu, Lianbo"
GRT00029052,"Freitas, Michael Alan","Zhang, Jianying"
GRT00029052,"Nadasdy, Tibor","Parikh, Samir V"
GRT00029052,"Nadasdy, Tibor","Satoskar, Anjali A"
GRT00029052,"Nadasdy, Tibor","Yu, Lianbo"
GRT00029052,"Nadasdy, Tibor","Zhang, Jianying"
GRT00029052,"Parikh, Samir V","Satoskar, Anjali A"
GRT00029052,"Parikh, Samir V","Yu, Lianbo"
GRT00029052,"Parikh, Samir V","Zhang, Jianying"
GRT00029052,"Satoskar, Anjali A","Yu, Lianbo"
GRT00029052,"Satoskar, Anjali A","Zhang, Jianying"
GRT00029052,"Yu, Lianbo","Zhang, Jianying"
GRT00029057,"Sloutsky, Vladimir Michailovich","Bernhardt-Walther, Dirk"
GRT00029057,"Sloutsky, Vladimir Michailovich","Martinez, Aleix M"
GRT00029057,"Bernhardt-Walther, Dirk","Martinez, Aleix M"
GRT00029058,"Crews, Douglas E","Leahy, Rachael Elizabeth"
GRT00029059,"Neblo, Michael A.","Minozzi, William Michael"
GRT00029060,"McGraw, William Scott","Kane, Erin Elizabeth"
GRT00029066,"Leys, Eugene James","Griffen, Ann Lindsay"
GRT00029068,"Hollway, Jill Ann","Aman, Michael George"
GRT00029068,"Hollway, Jill Ann","Arnold, L Eugene"
GRT00029068,"Aman, Michael George","Arnold, L Eugene"
GRT00029070,"Arnold, L Eugene","Aman, Michael George"
GRT00029070,"Arnold, L Eugene","Hollway, Jill Ann"
GRT00029070,"Arnold, L Eugene","Williams, Craig Edward"
GRT00029070,"Aman, Michael George","Hollway, Jill Ann"
GRT00029070,"Aman, Michael George","Williams, Craig Edward"
GRT00029070,"Hollway, Jill Ann","Williams, Craig Edward"
GRT00029071,"Carnes, Cynthia Ann","Fedorov, Vadim V."
GRT00029071,"Carnes, Cynthia Ann","Gyorke, Sandor"
GRT00029071,"Fedorov, Vadim V.","Gyorke, Sandor"
GRT00029073,"Rajagopalan, Sanjay","Mihai, Georgeta"
GRT00029073,"Rajagopalan, Sanjay","Nana-Sinkam, Patrick"
GRT00029073,"Rajagopalan, Sanjay","Simonetti, Orlando Paul"
GRT00029073,"Mihai, Georgeta","Nana-Sinkam, Patrick"
GRT00029073,"Mihai, Georgeta","Simonetti, Orlando Paul"
GRT00029073,"Nana-Sinkam, Patrick","Simonetti, Orlando Paul"
GRT00029078,"Olsen, Randall Jay","Hawley, Joshua D"
GRT00029079,"Wilson, Terry Jean","Bevis, Michael G"
GRT00029083,"Lester, Joanne L","Hofmeister, Craig C"
GRT00029084,"Redmill, Keith Alan","Ozguner, Umit Ali"
GRT00029085,"Blue, Thomas Elder","Windl, Wolfgang E."
GRT00029086,"Seiber, Eric","Ranbom, Lorin D"
GRT00029090,"Alexandrov, Boian Todorov","Lippold, John Carlton"
GRT00029093,"Bao, Lei","Lou, Yuan"
GRT00029093,"Bao, Lei","Sugarbaker, Evan Roy"
GRT00029093,"Lou, Yuan","Sugarbaker, Evan Roy"
GRT00029094,"Freeman, Richard R.","Schumacher, Douglass William"
GRT00029095,"Seveau, Stephanie Marthe Marie","Ackerman, William Edward"
GRT00029095,"Seveau, Stephanie Marthe Marie","Robinson, John Mitchell"
GRT00029095,"Ackerman, William Edward","Robinson, John Mitchell"
GRT00029097,"Birkenholz, Robert James","Barringer, Sheryl Ann"
GRT00029097,"Birkenholz, Robert James","Cochran, Graham Ralph"
GRT00029097,"Barringer, Sheryl Ann","Cochran, Graham Ralph"
GRT00029098,"Faerman, Marcio","Evans, Gwen"
GRT00029098,"Faerman, Marcio","Nandi, Arnab"
GRT00029098,"Faerman, Marcio","Samsi, Siddharth Sadanand"
GRT00029098,"Faerman, Marcio","Wohlever, Kevin L"
GRT00029098,"Evans, Gwen","Nandi, Arnab"
GRT00029098,"Evans, Gwen","Samsi, Siddharth Sadanand"
GRT00029098,"Evans, Gwen","Wohlever, Kevin L"
GRT00029098,"Nandi, Arnab","Samsi, Siddharth Sadanand"
GRT00029098,"Nandi, Arnab","Wohlever, Kevin L"
GRT00029098,"Samsi, Siddharth Sadanand","Wohlever, Kevin L"
GRT00029099,"Lobao, Linda Mary","Partridge, Mark"
GRT00029101,"Lucente, Joseph E","Lichtkoppler, Frank Robert"
GRT00029101,"Lucente, Joseph E","Reutter, Jeffrey Michael"
GRT00029101,"Lucente, Joseph E","Winslow, Christopher J"
GRT00029101,"Lichtkoppler, Frank Robert","Reutter, Jeffrey Michael"
GRT00029101,"Lichtkoppler, Frank Robert","Winslow, Christopher J"
GRT00029101,"Reutter, Jeffrey Michael","Winslow, Christopher J"
GRT00029102,"Brown, Larry Curtis","Hoorman, James John"
GRT00029103,"Winslow, Christopher J","Reutter, Jeffrey Michael"
GRT00029104,"Mancl, Karen Marie","Lee, Jiyoung"
GRT00029105,"Michel, Andrew P.","Labarge, Gregory Allen"
GRT00029105,"Michel, Andrew P.","Mian, Rouf"
GRT00029105,"Michel, Andrew P.","Prochaska, Steven Charles"
GRT00029105,"Michel, Andrew P.","Watters, Harold D"
GRT00029105,"Labarge, Gregory Allen","Mian, Rouf"
GRT00029105,"Labarge, Gregory Allen","Prochaska, Steven Charles"
GRT00029105,"Labarge, Gregory Allen","Watters, Harold D"
GRT00029105,"Mian, Rouf","Prochaska, Steven Charles"
GRT00029105,"Mian, Rouf","Watters, Harold D"
GRT00029105,"Prochaska, Steven Charles","Watters, Harold D"
GRT00029108,"Niblack, Terry Lee","Dorrance, Anne E"
GRT00029111,"Subramaniam, Vishwanath Venkateswara","Zhang, Xiaoli"
GRT00029118,"Gushchina, Liubov Vladimirovna","Ziouzenkova, Ouliana"
GRT00029122,"Basu, Sujit","Chakroborty, Debanjan"
GRT00029122,"Basu, Sujit","Frankel, Wendy L"
GRT00029122,"Basu, Sujit","Kuppusamy, Periannan"
GRT00029122,"Basu, Sujit","La Perle, Krista Marie Dubray"
GRT00029122,"Basu, Sujit","Mo, Xiaokui"
GRT00029122,"Basu, Sujit","Pancholi, Preeti"
GRT00029122,"Basu, Sujit","Pancholi, Vijay"
GRT00029122,"Chakroborty, Debanjan","Frankel, Wendy L"
GRT00029122,"Chakroborty, Debanjan","Kuppusamy, Periannan"
GRT00029122,"Chakroborty, Debanjan","La Perle, Krista Marie Dubray"
GRT00029122,"Chakroborty, Debanjan","Mo, Xiaokui"
GRT00029122,"Chakroborty, Debanjan","Pancholi, Preeti"
GRT00029122,"Chakroborty, Debanjan","Pancholi, Vijay"
GRT00029122,"Frankel, Wendy L","Kuppusamy, Periannan"
GRT00029122,"Frankel, Wendy L","La Perle, Krista Marie Dubray"
GRT00029122,"Frankel, Wendy L","Mo, Xiaokui"
GRT00029122,"Frankel, Wendy L","Pancholi, Preeti"
GRT00029122,"Frankel, Wendy L","Pancholi, Vijay"
GRT00029122,"Kuppusamy, Periannan","La Perle, Krista Marie Dubray"
GRT00029122,"Kuppusamy, Periannan","Mo, Xiaokui"
GRT00029122,"Kuppusamy, Periannan","Pancholi, Preeti"
GRT00029122,"Kuppusamy, Periannan","Pancholi, Vijay"
GRT00029122,"La Perle, Krista Marie Dubray","Mo, Xiaokui"
GRT00029122,"La Perle, Krista Marie Dubray","Pancholi, Preeti"
GRT00029122,"La Perle, Krista Marie Dubray","Pancholi, Vijay"
GRT00029122,"Mo, Xiaokui","Pancholi, Preeti"
GRT00029122,"Mo, Xiaokui","Pancholi, Vijay"
GRT00029122,"Pancholi, Preeti","Pancholi, Vijay"
GRT00029123,"Dangaran, Kirsten Leigh","Arnold, Glen Joseph"
GRT00029123,"Dangaran, Kirsten Leigh","Baertsche, Stephen Robert"
GRT00029123,"Arnold, Glen Joseph","Baertsche, Stephen Robert"
GRT00029127,"Ganju, Ramesh","Subramaniam, Vishwanath Venkateswara"
GRT00029128,"Tridandapani, Susheela","Butchar, Jonathan P"
GRT00029128,"Tridandapani, Susheela","Byrd, John C"
GRT00029128,"Tridandapani, Susheela","Jarjoura, David"
GRT00029128,"Butchar, Jonathan P","Byrd, John C"
GRT00029128,"Butchar, Jonathan P","Jarjoura, David"
GRT00029128,"Byrd, John C","Jarjoura, David"
GRT00029129,"Nasser, Mohd","Ganju, Ramesh"
GRT00029129,"Nasser, Mohd","Shilo, Konstantin"
GRT00029129,"Ganju, Ramesh","Shilo, Konstantin"
GRT00029130,"Nasser, Mohd","Ganju, Ramesh"
GRT00029138,"Roy, Sashwati","Khanna, Savita"
GRT00029138,"Roy, Sashwati","Sen, Chandan K"
GRT00029138,"Khanna, Savita","Sen, Chandan K"
GRT00029141,"Corrigan, John D","Bogner, Jennifer Ann"
GRT00029143,"Gregory, James W","Bons, Jeffrey Peter"
GRT00029144,"Li, Yebo","Bakshi, Bhavik Ramesh"
GRT00029144,"Li, Yebo","Hall, Dennis William"
GRT00029144,"Li, Yebo","Lal, Rattan"
GRT00029144,"Li, Yebo","Shearer, Scott Allan"
GRT00029144,"Li, Yebo","Yu, Zhongtang"
GRT00029144,"Bakshi, Bhavik Ramesh","Hall, Dennis William"
GRT00029144,"Bakshi, Bhavik Ramesh","Lal, Rattan"
GRT00029144,"Bakshi, Bhavik Ramesh","Shearer, Scott Allan"
GRT00029144,"Bakshi, Bhavik Ramesh","Yu, Zhongtang"
GRT00029144,"Hall, Dennis William","Lal, Rattan"
GRT00029144,"Hall, Dennis William","Shearer, Scott Allan"
GRT00029144,"Hall, Dennis William","Yu, Zhongtang"
GRT00029144,"Lal, Rattan","Shearer, Scott Allan"
GRT00029144,"Lal, Rattan","Yu, Zhongtang"
GRT00029144,"Shearer, Scott Allan","Yu, Zhongtang"
GRT00029146,"Abrams, Lisa Marie","Sorby, Sheryl A"
GRT00029147,"Ma, Jianjie","Pan, Zui"
GRT00029149,"Julian, David A","Lepicki, Traci L"
GRT00029149,"Julian, David A","Mahlman, Robert Alan"
GRT00029149,"Julian, David A","Sykes, Dennis John"
GRT00029149,"Lepicki, Traci L","Mahlman, Robert Alan"
GRT00029149,"Lepicki, Traci L","Sykes, Dennis John"
GRT00029149,"Mahlman, Robert Alan","Sykes, Dennis John"
GRT00029151,"Brown, Larry Curtis","Witter, Jonathan D"
GRT00029163,"Ellis, Thomas James","Graham, William C"
GRT00029163,"Ellis, Thomas James","Litsky, Alan S"
GRT00029163,"Graham, William C","Litsky, Alan S"
GRT00029166,"Street, John Raymond","Sherratt, Pamela J"
GRT00029174,"Lawson, Victoria Heather","Elsheikh, Bakri Hassan"
GRT00029174,"Lawson, Victoria Heather","Freimer, Miriam Laura"
GRT00029174,"Lawson, Victoria Heather","Hoyle, Joseph Chad"
GRT00029174,"Lawson, Victoria Heather","Kissel, John Thomas"
GRT00029174,"Lawson, Victoria Heather","Quick, Adam D"
GRT00029174,"Elsheikh, Bakri Hassan","Freimer, Miriam Laura"
GRT00029174,"Elsheikh, Bakri Hassan","Hoyle, Joseph Chad"
GRT00029174,"Elsheikh, Bakri Hassan","Kissel, John Thomas"
GRT00029174,"Elsheikh, Bakri Hassan","Quick, Adam D"
GRT00029174,"Freimer, Miriam Laura","Hoyle, Joseph Chad"
GRT00029174,"Freimer, Miriam Laura","Kissel, John Thomas"
GRT00029174,"Freimer, Miriam Laura","Quick, Adam D"
GRT00029174,"Hoyle, Joseph Chad","Kissel, John Thomas"
GRT00029174,"Hoyle, Joseph Chad","Quick, Adam D"
GRT00029174,"Kissel, John Thomas","Quick, Adam D"
GRT00029182,"McCorriston, Joy","Senn, Matthew Jordan"
GRT00029184,"Neblo, Michael A.","Minozzi, William Michael"
GRT00029188,"Goodfellow, Paul Joseph","Parvin, Jeffrey"
GRT00029189,"Rafael-Fortney, Jill A","Raman, Subha Venkat"
GRT00029191,"Phieffer, Laura Senunas","Quatman, Carmen E."
GRT00029193,"Kloos, Anne Dillman","Kegelmeyer, Deborah Ann"
GRT00029193,"Kloos, Anne Dillman","Kostyk, Sandra K"
GRT00029193,"Kegelmeyer, Deborah Ann","Kostyk, Sandra K"
GRT00029194,"Foust, Kevin D.","Christofi, Fedias Leontin"
GRT00029195,"Sauerbeck, Andrew David","McTigue, Dana Marie"
GRT00029196,"Kaeding, Christopher Carl","Flanigan, David C."
GRT00029197,"Puga, Denise","Popovich, Phillip Gordon"
GRT00029199,"London, Cheryl A","Kisseberth, William C"
GRT00029200,"Schwartz, Steven Jay","Clinton, Steven K."
GRT00029200,"Schwartz, Steven Jay","Lee, Ken"
GRT00029200,"Clinton, Steven K.","Lee, Ken"
GRT00029202,"Wolfe, William Edward","Butalia, Tarunjit Singh"
GRT00029202,"Wolfe, William Edward","Cheng, Chin-Min"
GRT00029202,"Butalia, Tarunjit Singh","Cheng, Chin-Min"
GRT00029211,"Koksal, Can EMRE","Elgamal, Hesham M."
GRT00029211,"Koksal, Can EMRE","Shroff, Ness B"
GRT00029211,"Elgamal, Hesham M.","Shroff, Ness B"
GRT00029213,"Wang, Jin","Passino, Kevin Michael"
GRT00029213,"Wang, Jin","Sioshansi, Ramteen Mehr"
GRT00029213,"Passino, Kevin Michael","Sioshansi, Ramteen Mehr"
GRT00029218,"Kagan, Harris P","Gan, Kock Kiam"
GRT00029218,"Kagan, Harris P","Kass, Richard David"
GRT00029218,"Gan, Kock Kiam","Kass, Richard David"
GRT00029235,"Embi, Peter Joseph","Doll, Heather Lynn"
GRT00029235,"Embi, Peter Joseph","Hershberger, Ray E"
GRT00029235,"Embi, Peter Joseph","Paskett, Electra Diane"
GRT00029235,"Embi, Peter Joseph","Rizer, Milisa K"
GRT00029235,"Doll, Heather Lynn","Hershberger, Ray E"
GRT00029235,"Doll, Heather Lynn","Paskett, Electra Diane"
GRT00029235,"Doll, Heather Lynn","Rizer, Milisa K"
GRT00029235,"Hershberger, Ray E","Paskett, Electra Diane"
GRT00029235,"Hershberger, Ray E","Rizer, Milisa K"
GRT00029235,"Paskett, Electra Diane","Rizer, Milisa K"
GRT00029239,"Schmitt, Laura Clare","Best, Thomas M"
GRT00029239,"Schmitt, Laura Clare","Chaudhari, Ajit Mohan"
GRT00029239,"Schmitt, Laura Clare","Flanigan, David C."
GRT00029239,"Schmitt, Laura Clare","Siston, Robert Anthony"
GRT00029239,"Best, Thomas M","Chaudhari, Ajit Mohan"
GRT00029239,"Best, Thomas M","Flanigan, David C."
GRT00029239,"Best, Thomas M","Siston, Robert Anthony"
GRT00029239,"Chaudhari, Ajit Mohan","Flanigan, David C."
GRT00029239,"Chaudhari, Ajit Mohan","Siston, Robert Anthony"
GRT00029239,"Flanigan, David C.","Siston, Robert Anthony"
GRT00029241,"Kowalczyk, Nina Kaye","King, Mark Alan"
GRT00029241,"Kowalczyk, Nina Kaye","Patterson, Emily S"
GRT00029241,"King, Mark Alan","Patterson, Emily S"
GRT00029242,"Quatman, Carmen E.","Phieffer, Laura Senunas"
GRT00029245,"Lofthouse, Nicholas","Arnold, L Eugene"
GRT00029245,"Lofthouse, Nicholas","Pan, Xueliang"
GRT00029245,"Lofthouse, Nicholas","Rice, Robert Reginald"
GRT00029245,"Arnold, L Eugene","Pan, Xueliang"
GRT00029245,"Arnold, L Eugene","Rice, Robert Reginald"
GRT00029245,"Pan, Xueliang","Rice, Robert Reginald"
GRT00029249,"Catalyurek, Umit V.","Wang, Xiaorui"
GRT00029251,"Jones, Grant Lloyd","Bishop, Julie Young"
GRT00029251,"Jones, Grant Lloyd","Borstad, John David"
GRT00029251,"Jones, Grant Lloyd","Quatman, Carmen E."
GRT00029251,"Bishop, Julie Young","Borstad, John David"
GRT00029251,"Bishop, Julie Young","Quatman, Carmen E."
GRT00029251,"Borstad, John David","Quatman, Carmen E."
GRT00029252,"Saif, Linda Jean","Rajashekara, Gireesh"
GRT00029252,"Saif, Linda Jean","Vlasova, Anastasia Nickolaevna"
GRT00029252,"Rajashekara, Gireesh","Vlasova, Anastasia Nickolaevna"
GRT00029263,"Lemeshow, Stanley Alan","Phillips, Gary S"
GRT00029264,"Schmitt, Laura Clare","Best, Thomas M"
GRT00029264,"Schmitt, Laura Clare","Chaudhari, Ajit Mohan"
GRT00029264,"Schmitt, Laura Clare","Flanigan, David C."
GRT00029264,"Schmitt, Laura Clare","Pan, Xueliang"
GRT00029264,"Schmitt, Laura Clare","Siston, Robert Anthony"
GRT00029264,"Best, Thomas M","Chaudhari, Ajit Mohan"
GRT00029264,"Best, Thomas M","Flanigan, David C."
GRT00029264,"Best, Thomas M","Pan, Xueliang"
GRT00029264,"Best, Thomas M","Siston, Robert Anthony"
GRT00029264,"Chaudhari, Ajit Mohan","Flanigan, David C."
GRT00029264,"Chaudhari, Ajit Mohan","Pan, Xueliang"
GRT00029264,"Chaudhari, Ajit Mohan","Siston, Robert Anthony"
GRT00029264,"Flanigan, David C.","Pan, Xueliang"
GRT00029264,"Flanigan, David C.","Siston, Robert Anthony"
GRT00029264,"Pan, Xueliang","Siston, Robert Anthony"
GRT00029267,"Corrigan, John D","Bogner, Jennifer Ann"
GRT00029267,"Corrigan, John D","Mysiw, Walter Jerry"
GRT00029267,"Bogner, Jennifer Ann","Mysiw, Walter Jerry"
GRT00029270,"Ganju, Ramesh","Anand, Appakkudal Ramaswamy"
GRT00029270,"Ganju, Ramesh","Wu, Li"
GRT00029270,"Ganju, Ramesh","Zhang, Xiaoli"
GRT00029270,"Anand, Appakkudal Ramaswamy","Wu, Li"
GRT00029270,"Anand, Appakkudal Ramaswamy","Zhang, Xiaoli"
GRT00029270,"Wu, Li","Zhang, Xiaoli"
GRT00029271,"Amer, Amal","Gavrilin, Mikhail"
